Feature_Name,Feature_Name_EN,Target,Diameter,Center_Latitude,Center_Longitude,Coordinate_System,Approval_Status,Approval_Status_EN,Approval_Date,Origin,Origin_EN
德卢克,Deluc Q,Moon,5.64,-59.05,-3.62,Planetographic  +East  -180 - 180,已批准,Approved,2006,让·安德烈；瑞士地质学家，物理学家（1727-1817）。,"Jean Andre; Swiss geologist, physicist (1727-1817)."
德卢克,Deluc R,Moon,21.03,-55.48,0.58,Planetographic  +East  -180 - 180,已批准,Approved,2006,让·安德烈；瑞士地质学家，物理学家（1727-1817）。,"Jean Andre; Swiss geologist, physicist (1727-1817)."
德卢克,Deluc S,Moon,6.35,-62.11,0.21,Planetographic  +East  -180 - 180,已批准,Approved,2006,让·安德烈；瑞士地质学家，物理学家（1727-1817）。,"Jean Andre; Swiss geologist, physicist (1727-1817)."
德卢克,Deluc T,Moon,9.88,-55.89,-3.13,Planetographic  +East  -180 - 180,已批准,Approved,2006,让·安德烈；瑞士地质学家，物理学家（1727-1817）。,"Jean Andre; Swiss geologist, physicist (1727-1817)."
德卢克,Deluc U,Moon,5.25,-59.1,-2.97,Planetographic  +East  -180 - 180,已批准,Approved,2006,让·安德烈；瑞士地质学家，物理学家（1727-1817）。,"Jean Andre; Swiss geologist, physicist (1727-1817)."
分享,Deluc V,Moon,8.76,-61.97,1.59,Planetographic  +East  -180 - 180,已批准,Approved,2006,让·安德烈；瑞士地质学家，物理学家（1727-1817）。,"Jean Andre; Swiss geologist, physicist (1727-1817)."
德卢克W.,Deluc W,Moon,6,-61.76,-1.91,Planetographic  +East  -180 - 180,已批准,Approved,2006,让·安德烈；瑞士地质学家，物理学家（1727-1817）。,"Jean Andre; Swiss geologist, physicist (1727-1817)."
登博夫斯基,Dembowski,Moon,26.11,2.88,7.27,Planetographic  +East  -180 - 180,已批准,Approved,1935,埃科勒男爵;意大利天文学家（1815-1881）。,Baron Ercole; Italian astronomer (1815-1881).
登博夫斯基A,Dembowski A,Moon,5.17,3.01,6.46,Planetographic  +East  -180 - 180,已批准,Approved,2006,埃科勒男爵;意大利天文学家（1815-1881）。,Baron Ercole; Italian astronomer (1815-1881).
登博夫斯基B,Dembowski B,Moon,7.39,2.52,6.19,Planetographic  +East  -180 - 180,已批准,Approved,2006,埃科勒男爵;意大利天文学家（1815-1881）。,Baron Ercole; Italian astronomer (1815-1881).
登博夫斯基C,Dembowski C,Moon,14.99,2.05,7.33,Planetographic  +East  -180 - 180,已批准,Approved,2006,埃科勒男爵;意大利天文学家（1815-1881）。,Baron Ercole; Italian astronomer (1815-1881).
德cri克利特,Democritus,Moon,37.78,62.31,34.99,Planetographic  +East  -180 - 180,已批准,Approved,1935,希腊天文学家，哲学家（约公元前460-360年）。,"Greek astronomer, philosopher (c. 460-360 B.C.)."
德demo克利特,Democritus A,Moon,9.88,61.61,32.47,Planetographic  +East  -180 - 180,已批准,Approved,2006,希腊天文学家，哲学家（约公元前460-360年）。,"Greek astronomer, philosopher (c. 460-360 B.C.)."
德克利特,Democritus B,Moon,11.72,60.08,28.63,Planetographic  +East  -180 - 180,已批准,Approved,2006,希腊天文学家，哲学家（约公元前460-360年）。,"Greek astronomer, philosopher (c. 460-360 B.C.)."
德cri克利特500,Democritus D,Moon,7.39,62.95,31.23,Planetographic  +East  -180 - 180,已批准,Approved,2006,希腊天文学家，哲学家（约公元前460-360年）。,"Greek astronomer, philosopher (c. 460-360 B.C.)."
德demo克利特,Democritus K,Moon,6.98,63.15,40.81,Planetographic  +East  -180 - 180,已批准,Approved,2006,希腊天文学家，哲学家（约公元前460-360年）。,"Greek astronomer, philosopher (c. 460-360 B.C.)."
德克利特50,Democritus L,Moon,17.39,63.42,39.65,Planetographic  +East  -180 - 180,已批准,Approved,2006,希腊天文学家，哲学家（约公元前460-360年）。,"Greek astronomer, philosopher (c. 460-360 B.C.)."
cri徒1000,Democritus M,Moon,5.7,63.61,37.12,Planetographic  +East  -180 - 180,已批准,Approved,2006,希腊天文学家，哲学家（约公元前460-360年）。,"Greek astronomer, philosopher (c. 460-360 B.C.)."
德克利特,Democritus N,Moon,15.42,63.73,34.4,Planetographic  +East  -180 - 180,已批准,Approved,2006,希腊天文学家，哲学家（约公元前460-360年）。,"Greek astronomer, philosopher (c. 460-360 B.C.)."
恶魔,Demonax,Moon,121.93,-78.09,59.36,Planetographic  +East  -180 - 180,已批准,Approved,1935,希腊哲学家（公元2世纪）。,Greek philosopher (fl. 2nd century A.D.).
恶魔A,Demonax A,Moon,20.12,-79.35,65.86,Planetographic  +East  -180 - 180,已批准,Approved,2006,希腊哲学家（公元2世纪）。,Greek philosopher (fl. 2nd century A.D.).
恶魔B,Demonax B,Moon,23.17,-81.47,72.05,Planetographic  +East  -180 - 180,已批准,Approved,2006,希腊哲学家（公元2世纪）。,Greek philosopher (fl. 2nd century A.D.).
恶魔C,Demonax C,Moon,10.37,-80.28,56.29,Planetographic  +East  -180 - 180,已批准,Approved,2006,希腊哲学家（公元2世纪）。,Greek philosopher (fl. 2nd century A.D.).
恶魔E,Demonax E,Moon,33.75,-78.24,43.21,Planetographic  +East  -180 - 180,已批准,Approved,2006,希腊哲学家（公元2世纪）。,Greek philosopher (fl. 2nd century A.D.).
德·莫拉斯,De Moraes,Moon,54.41,49.38,143,Planetographic  +East  -180 - 180,已批准,Approved,1979,Abraao de;巴西天文学家（1916-1970）。,Abraao de; Brazilian astronomer (1916-1970).
得到它的S,De Moraes S,Moon,43.19,48.75,140.48,Planetographic  +East  -180 - 180,已批准,Approved,2006,Abraao de;巴西天文学家（1916-1970）。,Abraao de; Brazilian astronomer (1916-1970).
得到它的T,De Moraes T,Moon,46.79,49.13,139.22,Planetographic  +East  -180 - 180,已批准,Approved,2006,Abraao de;巴西天文学家（1916-1970）。,Abraao de; Brazilian astronomer (1916-1970).
甚至癌症,De Morgan,Moon,9.68,3.31,14.89,Planetographic  +East  -180 - 180,已批准,Approved,1935,奥古斯都英国数学家（1806-1871）。,Augustus; British mathematician (1806-1871).
丹宁,Denning,Moon,44.18,-16.26,142.76,Planetographic  +East  -180 - 180,已批准,Approved,1970,威廉·弗雷德里克；英国天文学家（1848-1931）。,William Fredrick; British astronomer (1848-1931).
丹宁B,Denning B,Moon,30.69,-14.78,143.69,Planetographic  +East  -180 - 180,已批准,Approved,2006,威廉·弗雷德里克；英国天文学家（1848-1931）。,William Fredrick; British astronomer (1848-1931).
丹宁C,Denning C,Moon,16.1,-14.06,145.5,Planetographic  +East  -180 - 180,已批准,Approved,2006,威廉·弗雷德里克；英国天文学家（1848-1931）。,William Fredrick; British astronomer (1848-1931).
丹宁D,Denning D,Moon,13.91,-15.94,144.32,Planetographic  +East  -180 - 180,已批准,Approved,2006,威廉·弗雷德里克；英国天文学家（1848-1931）。,William Fredrick; British astronomer (1848-1931).
丹宁,Denning L,Moon,22.53,-18.69,143.42,Planetographic  +East  -180 - 180,已批准,Approved,2006,威廉·弗雷德里克；英国天文学家（1848-1931）。,William Fredrick; British astronomer (1848-1931).
丹宁,Denning R,Moon,72.37,-16.97,141.3,Planetographic  +East  -180 - 180,已批准,Approved,2006,威廉·弗雷德里克；英国天文学家（1848-1931）。,William Fredrick; British astronomer (1848-1931).
丹宁大学,Denning U,Moon,31.6,-15.86,138.85,Planetographic  +East  -180 - 180,已批准,Approved,2006,威廉·弗雷德里克；英国天文学家（1848-1931）。,William Fredrick; British astronomer (1848-1931).
入驻,Denning V,Moon,25.4,-15.38,140.01,Planetographic  +East  -180 - 180,已批准,Approved,2006,威廉·弗雷德里克；英国天文学家（1848-1931）。,William Fredrick; British astronomer (1848-1931).
丹宁,Denning Y,Moon,52.47,-13.76,142.47,Planetographic  +East  -180 - 180,已批准,Approved,2006,威廉·弗雷德里克；英国天文学家（1848-1931）。,William Fredrick; British astronomer (1848-1931).
丹宁Z,Denning Z,Moon,14.36,-12.53,142.67,Planetographic  +East  -180 - 180,已批准,Approved,2006,威廉·弗雷德里克；英国天文学家（1848-1931）。,William Fredrick; British astronomer (1848-1931).
从罗伊,De Roy,Moon,43.51,-55.24,-98.99,Planetographic  +East  -180 - 180,已批准,Approved,1970,菲利克斯比利时天文学家（1883-1942）。,Felix; Belgian astronomer (1883-1942).
罗伊·N,De Roy N,Moon,24.98,-59.59,-102.89,Planetographic  +East  -180 - 180,已批准,Approved,2006,菲利克斯比利时天文学家（1883-1942）。,Felix; Belgian astronomer (1883-1942).
罗伊·P（Roy P）,De Roy P,Moon,35.65,-58.2,-102.55,Planetographic  +East  -180 - 180,已批准,Approved,2006,菲利克斯比利时天文学家（1883-1942）。,Felix; Belgian astronomer (1883-1942).
德罗伊Q,De Roy Q,Moon,21.72,-57.92,-103.52,Planetographic  +East  -180 - 180,已批准,Approved,2006,菲利克斯比利时天文学家（1883-1942）。,Felix; Belgian astronomer (1883-1942).
[来自Roy X],[De Roy X],Moon,0,-52.7,-101.3,Planetographic  +East  -180 - 180,废除,Dropped,2006,菲利克斯比利时天文学家（1883-1942）。,Felix; Belgian astronomer (1883-1942).
德萨格,Desargues,Moon,84.85,70.25,-73.42,Planetographic  +East  -180 - 180,已批准,Approved,1964,热拉尔;法国数学家，工程师（1593-1662）。,"Gérard; French mathematician, engineer (1593-1662)."
Desargues A,Desargues A,Moon,14.27,71.34,-75.64,Planetographic  +East  -180 - 180,已批准,Approved,2006,热拉尔;法国数学家，工程师（1593-1662）。,"Gérard; French mathematician, engineer (1593-1662)."
Desargues B,Desargues B,Moon,48.61,70.67,-65.35,Planetographic  +East  -180 - 180,已批准,Approved,2006,热拉尔;法国数学家，工程师（1593-1662）。,"Gérard; French mathematician, engineer (1593-1662)."
德萨格斯C,Desargues C,Moon,10.87,69.67,-78.83,Planetographic  +East  -180 - 180,已批准,Approved,2006,热拉尔;法国数学家，工程师（1593-1662）。,"Gérard; French mathematician, engineer (1593-1662)."
德萨格斯D,Desargues D,Moon,11.16,69.37,-70.09,Planetographic  +East  -180 - 180,已批准,Approved,2006,热拉尔;法国数学家，工程师（1593-1662）。,"Gérard; French mathematician, engineer (1593-1662)."
德萨格斯E,Desargues E,Moon,31.82,70.33,-67.66,Planetographic  +East  -180 - 180,已批准,Approved,2006,热拉尔;法国数学家，工程师（1593-1662）。,"Gérard; French mathematician, engineer (1593-1662)."
德萨格斯,Desargues K,Moon,9.23,68.52,-67.69,Planetographic  +East  -180 - 180,已批准,Approved,2006,热拉尔;法国数学家，工程师（1593-1662）。,"Gérard; French mathematician, engineer (1593-1662)."
德萨格斯,Desargues L,Moon,12.94,69.49,-82.23,Planetographic  +East  -180 - 180,已批准,Approved,2006,热拉尔;法国数学家，工程师（1593-1662）。,"Gérard; French mathematician, engineer (1593-1662)."
德萨格斯,Desargues M,Moon,27.47,68.42,-74.42,Planetographic  +East  -180 - 180,已批准,Approved,2006,热拉尔;法国数学家，工程师（1593-1662）。,"Gérard; French mathematician, engineer (1593-1662)."
笛卡尔,Descartes,Moon,47.73,-11.74,15.67,Planetographic  +East  -180 - 180,已批准,Approved,1935,René;法国数学家，哲学家（1596-1650）。,"René; French mathematician, philosopher (1596-1650)."
丢弃A,Descartes A,Moon,14.25,-12.08,15.19,Planetographic  +East  -180 - 180,已批准,Approved,2006,René;法国数学家，哲学家（1596-1650）。,"René; French mathematician, philosopher (1596-1650)."
笛卡尔C,Descartes C,Moon,4.33,-11.02,16.3,Planetographic  +East  -180 - 180,已批准,Approved,2006,René;法国数学家，哲学家（1596-1650）。,"René; French mathematician, philosopher (1596-1650)."
Deseilligny,Deseilligny,Moon,6.01,21.13,20.59,Planetographic  +East  -180 - 180,已批准,Approved,1935,朱尔斯·阿尔弗雷德·皮耶罗（Jules Alfred Pierrot）；法国世俗主义者（1868-1918）。,Jules Alfred Pierrot; French selenographer (1868-1918).
他们坐,De Sitter,Moon,63.79,79.81,38.57,Planetographic  +East  -180 - 180,已批准,Approved,1964,威廉荷兰天文学家（1872-1934）。,Willem; Dutch astronomer (1872-1934).
所以它是,De Sitter A,Moon,35.98,80.24,26.57,Planetographic  +East  -180 - 180,已批准,Approved,2006,威廉荷兰天文学家（1872-1934）。,Willem; Dutch astronomer (1872-1934).
保姆F,De Sitter F,Moon,22.93,80.03,49.8,Planetographic  +East  -180 - 180,已批准,Approved,2006,威廉荷兰天文学家（1872-1934）。,Willem; Dutch astronomer (1872-1934).
保姆G,De Sitter G,Moon,9.71,78.78,42,Planetographic  +East  -180 - 180,已批准,Approved,2006,威廉荷兰天文学家（1872-1934）。,Willem; Dutch astronomer (1872-1934).
保姆L,De Sitter L,Moon,69.4,78.86,34.52,Planetographic  +East  -180 - 180,已批准,Approved,2006,威廉荷兰天文学家（1872-1934）。,Willem; Dutch astronomer (1872-1934).
保姆,De Sitter M,Moon,75.52,81.11,37.57,Planetographic  +East  -180 - 180,已批准,Approved,2006,威廉荷兰天文学家（1872-1934）。,Willem; Dutch astronomer (1872-1934).
保姆,De Sitter U,Moon,35.38,77.73,46.05,Planetographic  +East  -180 - 180,已批准,Approved,2006,威廉荷兰天文学家（1872-1934）。,Willem; Dutch astronomer (1872-1934).
保姆V,De Sitter V,Moon,19.24,79.06,56.47,Planetographic  +East  -180 - 180,已批准,Approved,2006,威廉荷兰天文学家（1872-1934）。,Willem; Dutch astronomer (1872-1934).
保姆W,De Sitter W,Moon,44.37,79.51,53.04,Planetographic  +East  -180 - 180,已批准,Approved,2006,威廉荷兰天文学家（1872-1934）。,Willem; Dutch astronomer (1872-1934).
然后r X,De Sitter X,Moon,11.02,80.18,54.12,Planetographic  +East  -180 - 180,已批准,Approved,2006,威廉荷兰天文学家（1872-1934）。,Willem; Dutch astronomer (1872-1934).
德斯兰德斯,Deslandres,Moon,227.02,-32.55,-5.57,Planetographic  +East  -180 - 180,已批准,Approved,1948,亨利·亚历山大（Henri Alexandre）；法国天体物理学家（1853-1948）。,Henri Alexandre; French astrophysicist (1853-1948).
德语,Deutsch,Moon,73.33,24.35,110.91,Planetographic  +East  -180 - 180,已批准,Approved,1970,阿明·约瑟夫美国天文学家（1918-1969）。,Armin Joseph; American astronomer (1918-1969).
德国F,Deutsch F,Moon,29.79,24.37,112.37,Planetographic  +East  -180 - 180,已批准,Approved,2006,阿明·约瑟夫美国天文学家（1918-1969）。,Armin Joseph; American astronomer (1918-1969).
德国L,Deutsch L,Moon,31.34,22.74,111.43,Planetographic  +East  -180 - 180,已批准,Approved,2006,阿明·约瑟夫美国天文学家（1918-1969）。,Armin Joseph; American astronomer (1918-1969).
从维科,De Vico,Moon,22.13,-19.71,-60.32,Planetographic  +East  -180 - 180,已批准,Approved,1935,弗朗切斯科；意大利天文学家（1805-1848）。,Francesco; Italian astronomer (1805-1848).
从维科到,De Vico A,Moon,34.08,-18.75,-63.62,Planetographic  +East  -180 - 180,已批准,Approved,2006,弗朗切斯科；意大利天文学家（1805-1848）。,Francesco; Italian astronomer (1805-1848).
从Vico AA,De Vico AA,Moon,11.34,-18.84,-63.23,Planetographic  +East  -180 - 180,已批准,Approved,2006,弗朗切斯科；意大利天文学家（1805-1848）。,Francesco; Italian astronomer (1805-1848).
从Vico B,De Vico B,Moon,8.71,-17.85,-58.84,Planetographic  +East  -180 - 180,已批准,Approved,2006,弗朗切斯科；意大利天文学家（1805-1848）。,Francesco; Italian astronomer (1805-1848).
从Vico C,De Vico C,Moon,12.59,-20.62,-62.37,Planetographic  +East  -180 - 180,已批准,Approved,2006,弗朗切斯科；意大利天文学家（1805-1848）。,Francesco; Italian astronomer (1805-1848).
从Vico D,De Vico D,Moon,12.52,-21.12,-62.05,Planetographic  +East  -180 - 180,已批准,Approved,2006,弗朗切斯科；意大利天文学家（1805-1848）。,Francesco; Italian astronomer (1805-1848).
从Vico E,De Vico E,Moon,12.22,-21.16,-61.5,Planetographic  +East  -180 - 180,已批准,Approved,2006,弗朗切斯科；意大利天文学家（1805-1848）。,Francesco; Italian astronomer (1805-1848).
德维科,De Vico F,Moon,12.52,-19.06,-62.73,Planetographic  +East  -180 - 180,已批准,Approved,2006,弗朗切斯科；意大利天文学家（1805-1848）。,Francesco; Italian astronomer (1805-1848).
从Vico G,De Vico G,Moon,8.19,-18.98,-58.93,Planetographic  +East  -180 - 180,已批准,Approved,2006,弗朗切斯科；意大利天文学家（1805-1848）。,Francesco; Italian astronomer (1805-1848).
从Vico H,De Vico H,Moon,8.07,-19.9,-59.3,Planetographic  +East  -180 - 180,已批准,Approved,2006,弗朗切斯科；意大利天文学家（1805-1848）。,Francesco; Italian astronomer (1805-1848).
从Vico K,De Vico K,Moon,7.49,-20.08,-58.43,Planetographic  +East  -180 - 180,已批准,Approved,2006,弗朗切斯科；意大利天文学家（1805-1848）。,Francesco; Italian astronomer (1805-1848).
从Vico L,De Vico L,Moon,5.25,-19.87,-57.89,Planetographic  +East  -180 - 180,已批准,Approved,2006,弗朗切斯科；意大利天文学家（1805-1848）。,Francesco; Italian astronomer (1805-1848).
从Vico M,De Vico M,Moon,5.74,-21.06,-59.29,Planetographic  +East  -180 - 180,已批准,Approved,2006,弗朗切斯科；意大利天文学家（1805-1848）。,Francesco; Italian astronomer (1805-1848).
从Vico N,De Vico N,Moon,6.44,-19.77,-61.93,Planetographic  +East  -180 - 180,已批准,Approved,2006,弗朗切斯科；意大利天文学家（1805-1848）。,Francesco; Italian astronomer (1805-1848).
从Vico P,De Vico P,Moon,29.15,-20.4,-60.8,Planetographic  +East  -180 - 180,已批准,Approved,2006,弗朗切斯科；意大利天文学家（1805-1848）。,Francesco; Italian astronomer (1805-1848).
