Feature_Name,Feature_Name_CN,Target,Diameter,Center_Latitude,Center_Longitude,Coordinate_System,Approval_Status,Approval_Status_CN,Approval_Date,Origin,Origin_CN
Borman,Borman,Moon,50.72,-39.06,-148.25,Planetographic  +East  -180 - 180,Approved,已批准,1970,"Frank; American astronaut, engineer (1928-Live).",坦率;美国宇航员，工程师（1928年现场）。
Borman V,Borman B,Moon,28.01,-37.63,-151.4,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Frank; American astronaut, engineer (1928-Live).",坦率;美国宇航员，工程师（1928年现场）。
Born,天生,Moon,15.07,-6.05,66.83,Planetographic  +East  -180 - 180,Approved,已批准,1979,Max; German physicist (1882-1970).,最大值德国物理学家（1882-1970）。
Borya,博里亚,Moon,0.4,38.28,-35.01,Planetographic  +East  -180 - 180,Approved,已批准,"Jun 14, 2012",Slavic male name Boris in Russian diminutive form (Lunokhod-1 landing site feature).,斯拉夫男性名字鲍里斯（Boris），俄语小写形式（Lunokhod-1着陆点特征）。
Bosch,博世,Moon,19.58,86.82,133.54,Planetographic  +East  -180 - 180,Approved,已批准,"Jan 22, 2009","Carl; German chemist, Nobel Prize winner 1931 (1874-1940).",卡尔德国化学家，1931年诺贝尔奖获得者（1874-1940）。
Boscovich,博斯科维奇,Moon,41.53,9.71,11.01,Planetographic  +East  -180 - 180,Approved,已批准,1935,Rudjer J.; Italian physicist (1711-1787).,Rudjer J .；意大利物理学家（1711-1787）。
Boscovich A,博斯科维奇A,Moon,5.83,9.46,12.63,Planetographic  +East  -180 - 180,Approved,已批准,2006,Rudjer J.; Italian physicist (1711-1787).,Rudjer J .；意大利物理学家（1711-1787）。
Boscovich B,博斯科维奇B,Moon,4.34,9.79,9.22,Planetographic  +East  -180 - 180,Approved,已批准,2006,Rudjer J.; Italian physicist (1711-1787).,Rudjer J .；意大利物理学家（1711-1787）。
Boscovich C,博斯科维奇C,Moon,3.06,8.47,11.96,Planetographic  +East  -180 - 180,Approved,已批准,2006,Rudjer J.; Italian physicist (1711-1787).,Rudjer J .；意大利物理学家（1711-1787）。
Boscovich D,博斯科维奇D,Moon,3.48,8.97,12.19,Planetographic  +East  -180 - 180,Approved,已批准,2006,Rudjer J.; Italian physicist (1711-1787).,Rudjer J .；意大利物理学家（1711-1787）。
Boscovich E,博斯科维奇E,Moon,19.77,9.03,12.72,Planetographic  +East  -180 - 180,Approved,已批准,2006,Rudjer J.; Italian physicist (1711-1787).,Rudjer J .；意大利物理学家（1711-1787）。
Boscovich F,博斯科维奇F,Moon,4,10.44,11.37,Planetographic  +East  -180 - 180,Approved,已批准,2006,Rudjer J.; Italian physicist (1711-1787).,Rudjer J .；意大利物理学家（1711-1787）。
Boscovich P,博斯科维奇,Moon,64.82,11.47,10.31,Planetographic  +East  -180 - 180,Approved,已批准,2006,Rudjer J.; Italian physicist (1711-1787).,Rudjer J .；意大利物理学家（1711-1787）。
Bose,玻色,Moon,92.55,-53.95,-169.36,Planetographic  +East  -180 - 180,Approved,已批准,1970,"Jagadis Chandra; Indian botanist, physicist (1858-1937).",贾加迪斯·钱德拉；印度植物学家，物理学家（1858-1937）。
Bose A,玻色A,Moon,30.84,-49.66,-167.45,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Jagadis Chandra; Indian botanist, physicist (1858-1937).",贾加迪斯·钱德拉；印度植物学家，物理学家（1858-1937）。
Bose D,玻色D,Moon,19.59,-53.13,-166.92,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Jagadis Chandra; Indian botanist, physicist (1858-1937).",贾加迪斯·钱德拉；印度植物学家，物理学家（1858-1937）。
Bose U,玻色U,Moon,40,-53.12,-176.05,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Jagadis Chandra; Indian botanist, physicist (1858-1937).",贾加迪斯·钱德拉；印度植物学家，物理学家（1858-1937）。
Boss,老板,Moon,50.2,45.75,88.68,Planetographic  +East  -180 - 180,Approved,已批准,1964,Lewis; American astronomer (1846-1912).,刘易斯美国天文学家（1846-1912）。
Boss A,老板A,Moon,29.19,52.21,80.18,Planetographic  +East  -180 - 180,Approved,已批准,2006,Lewis; American astronomer (1846-1912).,刘易斯美国天文学家（1846-1912）。
Boss B,老板B,Moon,14.5,52.02,78.13,Planetographic  +East  -180 - 180,Approved,已批准,2006,Lewis; American astronomer (1846-1912).,刘易斯美国天文学家（1846-1912）。
Boss C,老板C,Moon,22.78,52.26,76.67,Planetographic  +East  -180 - 180,Approved,已批准,2006,Lewis; American astronomer (1846-1912).,刘易斯美国天文学家（1846-1912）。
Boss D,老板D,Moon,15.59,44.36,87.59,Planetographic  +East  -180 - 180,Approved,已批准,2006,Lewis; American astronomer (1846-1912).,刘易斯美国天文学家（1846-1912）。
Boss F,老板F,Moon,30.49,54.17,89.09,Planetographic  +East  -180 - 180,Approved,已批准,2006,Lewis; American astronomer (1846-1912).,刘易斯美国天文学家（1846-1912）。
Boss K,老板K,Moon,20.44,49.53,81.15,Planetographic  +East  -180 - 180,Approved,已批准,2006,Lewis; American astronomer (1846-1912).,刘易斯美国天文学家（1846-1912）。
Boss L,老板L,Moon,40.95,50.85,82.48,Planetographic  +East  -180 - 180,Approved,已批准,2006,Lewis; American astronomer (1846-1912).,刘易斯美国天文学家（1846-1912）。
Boss M,老板M,Moon,12.95,51.9,83.87,Planetographic  +East  -180 - 180,Approved,已批准,2006,Lewis; American astronomer (1846-1912).,刘易斯美国天文学家（1846-1912）。
Boss N,老板N,Moon,15.42,52.03,85.8,Planetographic  +East  -180 - 180,Approved,已批准,2006,Lewis; American astronomer (1846-1912).,刘易斯美国天文学家（1846-1912）。
Bouguer,布格,Moon,22.23,52.32,-35.82,Planetographic  +East  -180 - 180,Approved,已批准,1935,Pierre; French hydrographer (1698-1758).,皮埃尔；法国水文学家（1698-1758）。
Bouguer A,布格A,Moon,7.37,52.61,-33.89,Planetographic  +East  -180 - 180,Approved,已批准,2006,Pierre; French hydrographer (1698-1758).,皮埃尔；法国水文学家（1698-1758）。
Bouguer B,布格B,Moon,8,53.36,-33.07,Planetographic  +East  -180 - 180,Approved,已批准,2006,Pierre; French hydrographer (1698-1758).,皮埃尔；法国水文学家（1698-1758）。
Boussingault,布辛格,Moon,127.61,-70.21,53.73,Planetographic  +East  -180 - 180,Approved,已批准,1935,Jean Baptiste Dieudonne; French chemist (1802-1887).,Jean Baptiste Dieudonne；法国化学家（1802-1887）。
Boussingault A,布森格甲,Moon,75.4,-69.96,53.87,Planetographic  +East  -180 - 180,Approved,已批准,2006,Jean Baptiste Dieudonne; French chemist (1802-1887).,Jean Baptiste Dieudonne；法国化学家（1802-1887）。
Boussingault B,布森堡B,Moon,57.72,-65.69,47.04,Planetographic  +East  -180 - 180,Approved,已批准,2006,Jean Baptiste Dieudonne; French chemist (1802-1887).,Jean Baptiste Dieudonne；法国化学家（1802-1887）。
Boussingault C,布森戈特C,Moon,23.13,-65.15,48.06,Planetographic  +East  -180 - 180,Approved,已批准,2006,Jean Baptiste Dieudonne; French chemist (1802-1887).,Jean Baptiste Dieudonne；法国化学家（1802-1887）。
Boussingault D,布森格D,Moon,8.85,-63.58,44.81,Planetographic  +East  -180 - 180,Approved,已批准,2006,Jean Baptiste Dieudonne; French chemist (1802-1887).,Jean Baptiste Dieudonne；法国化学家（1802-1887）。
Boussingault E,布森格E,Moon,104.09,-67.08,46.64,Planetographic  +East  -180 - 180,Approved,已批准,2006,Jean Baptiste Dieudonne; French chemist (1802-1887).,Jean Baptiste Dieudonne；法国化学家（1802-1887）。
Boussingault F,布森格F,Moon,16.64,-68.97,39.65,Planetographic  +East  -180 - 180,Approved,已批准,2006,Jean Baptiste Dieudonne; French chemist (1802-1887).,Jean Baptiste Dieudonne；法国化学家（1802-1887）。
Boussingault G,布森格G,Moon,4.59,-71.44,52.51,Planetographic  +East  -180 - 180,Approved,已批准,2006,Jean Baptiste Dieudonne; French chemist (1802-1887).,Jean Baptiste Dieudonne；法国化学家（1802-1887）。
Boussingault K,布森格K,Moon,27.22,-68.83,50.1,Planetographic  +East  -180 - 180,Approved,已批准,2006,Jean Baptiste Dieudonne; French chemist (1802-1887).,Jean Baptiste Dieudonne；法国化学家（1802-1887）。
Boussingault N,布森格N,Moon,15.1,-71.37,61.2,Planetographic  +East  -180 - 180,Approved,已批准,2006,Jean Baptiste Dieudonne; French chemist (1802-1887).,Jean Baptiste Dieudonne；法国化学家（1802-1887）。
Boussingault P,布森格P,Moon,13.34,-67.29,45.59,Planetographic  +East  -180 - 180,Approved,已批准,2006,Jean Baptiste Dieudonne; French chemist (1802-1887).,Jean Baptiste Dieudonne；法国化学家（1802-1887）。
Boussingault R,布松格河,Moon,11.92,-64.4,48.66,Planetographic  +East  -180 - 180,Approved,已批准,2006,Jean Baptiste Dieudonne; French chemist (1802-1887).,Jean Baptiste Dieudonne；法国化学家（1802-1887）。
Boussingault S,布森格S,Moon,15.83,-64.14,46.91,Planetographic  +East  -180 - 180,Approved,已批准,2006,Jean Baptiste Dieudonne; French chemist (1802-1887).,Jean Baptiste Dieudonne；法国化学家（1802-1887）。
Boussingault T,布森格T,Moon,19.43,-63.02,43.06,Planetographic  +East  -180 - 180,Approved,已批准,2006,Jean Baptiste Dieudonne; French chemist (1802-1887).,Jean Baptiste Dieudonne；法国化学家（1802-1887）。
Bouvard B,布瓦德B,Moon,24.74,-41.7,-79.85,Planetographic  +East  -180 - 180,Approved,已批准,2006,Named for Vallis Bouvard.,以Vallis Bouvard命名。
Bouvard C,布瓦德,Moon,14.63,-37.05,-77.48,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Alexis; French astronomer, mathematician (1767-1843).",亚历克西斯;法国天文学家，数学家（1767-1843）。
Bouvard D,布瓦德,Moon,27.46,-42.76,-80.66,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Alexis; French astronomer, mathematician (1767-1843).",亚历克西斯;法国天文学家，数学家（1767-1843）。
Bouvard E,布瓦德,Moon,12.82,-41.86,-77.56,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Alexis; French astronomer, mathematician (1767-1843).",亚历克西斯;法国天文学家，数学家（1767-1843）。
Bouvard F,布瓦德,Moon,11.98,-42.44,-76.55,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Alexis; French astronomer, mathematician (1767-1843).",亚历克西斯;法国天文学家，数学家（1767-1843）。
Bouvard G,布瓦德,Moon,20.36,-42.03,-74.75,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Alexis; French astronomer, mathematician (1767-1843).",亚历克西斯;法国天文学家，数学家（1767-1843）。
Bouvard M,布瓦德,Moon,74.06,-40.57,-77.45,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Alexis; French astronomer, mathematician (1767-1843).",亚历克西斯;法国天文学家，数学家（1767-1843）。
Bouvard N,布瓦德N,Moon,54.79,-38.43,-76.51,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Alexis; French astronomer, mathematician (1767-1843).",亚历克西斯;法国天文学家，数学家（1767-1843）。
Bouvard P,布瓦德,Moon,13.87,-38.97,-75.11,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Alexis; French astronomer, mathematician (1767-1843).",亚历克西斯;法国天文学家，数学家（1767-1843）。
Bouvard R,布瓦尔河,Moon,7.95,-35.52,-84.36,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Alexis; French astronomer, mathematician (1767-1843).",亚历克西斯;法国天文学家，数学家（1767-1843）。
Bouvard S,布瓦德,Moon,11.69,-35.58,-80.64,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Alexis; French astronomer, mathematician (1767-1843).",亚历克西斯;法国天文学家，数学家（1767-1843）。
Bowditch,鲍迪奇,Moon,43.04,-24.97,103.07,Planetographic  +East  -180 - 180,Approved,已批准,1976,"Nathaniel; American astronomer, mathematician (1773-1848).",纳撒尼尔美国天文学家，数学家（1773-1848）。
Bowditch M,鲍迪奇M,Moon,13.65,-26.67,103.33,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Nathaniel; American astronomer, mathematician (1773-1848).",纳撒尼尔美国天文学家，数学家（1773-1848）。
Bowditch N,鲍迪奇N,Moon,14.12,-26.62,102.78,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Nathaniel; American astronomer, mathematician (1773-1848).",纳撒尼尔美国天文学家，数学家（1773-1848）。
Bowen,Bowen,Moon,8.09,17.63,9.1,Planetographic  +East  -180 - 180,Approved,已批准,1973,Ira Sprague; American astronomer (1898-1973).,艾拉·斯普拉格（Ira Sprague）;美国天文学家（1898-1973）。
Bowen-Apollo,鲍恩·阿波罗,Moon,0.3,20.27,30.87,Planetographic  +East  -180 - 180,Approved,已批准,1973,"Astronaut-named feature, Apollo 17 site.",宇航员命名的功能，阿波罗17号站点。
Boyle,博伊尔,Moon,57.13,-53.29,177.89,Planetographic  +East  -180 - 180,Approved,已批准,1970,"Robert; British natural philosopher, chemist (1627-1691).",罗伯特英国自然哲学家，化学家（1627-1691）。
Boyle A,博伊尔A,Moon,24.35,-50.99,178.14,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Robert; British natural philosopher, chemist (1627-1691).",罗伯特英国自然哲学家，化学家（1627-1691）。
Boyle Z,博伊尔Z,Moon,47.31,-51.49,177.67,Planetographic  +East  -180 - 180,Approved,已批准,2006,"Robert; British natural philosopher, chemist (1627-1691).",罗伯特英国自然哲学家，化学家（1627-1691）。
Brackett,布雷克特,Moon,8.87,17.84,23.54,Planetographic  +East  -180 - 180,Approved,已批准,1973,Frederick Sumner; American physicist (1896-1988).,弗雷德里克·萨姆纳（Frederick Sumner）；美国物理学家（1896-1988）。
Bradley H,布拉德利H,Moon,4.97,22.89,-0.35,Planetographic  +East  -180 - 180,Approved,已批准,2006,Named for Rima Bradley.,以里玛·布拉德利（Rima Bradley）的名字命名。
Bradley K,布拉德利K,Moon,4.43,23.27,-0.74,Planetographic  +East  -180 - 180,Approved,已批准,2006,Named for Rima Bradley.,以里玛·布拉德利（Rima Bradley）的名字命名。
Bragg,布拉格,Moon,77.21,42.33,-103.44,Planetographic  +East  -180 - 180,Approved,已批准,1970,Sir William Henry; Australian physicist; Nobel laureate (1862-1942).,威廉·亨利爵士澳大利亚物理学家；诺贝尔奖获得者（1862-1942）。
Bragg H,布拉格,Moon,36.61,41.47,-101.35,Planetographic  +East  -180 - 180,Approved,已批准,2006,Sir William Henry; Australian physicist; Nobel laureate (1862-1942).,威廉·亨利爵士澳大利亚物理学家；诺贝尔奖获得者（1862-1942）。
Bragg M,布拉格M,Moon,44.32,38.87,-102.77,Planetographic  +East  -180 - 180,Approved,已批准,2006,Sir William Henry; Australian physicist; Nobel laureate (1862-1942).,威廉·亨利爵士澳大利亚物理学家；诺贝尔奖获得者（1862-1942）。
Bragg P,布拉格,Moon,28.95,39.75,-104.76,Planetographic  +East  -180 - 180,Approved,已批准,2006,Sir William Henry; Australian physicist; Nobel laureate (1862-1942).,威廉·亨利爵士澳大利亚物理学家；诺贝尔奖获得者（1862-1942）。
Brashear,Brashear,Moon,60.16,-73.54,-171.57,Planetographic  +East  -180 - 180,Approved,已批准,1970,John Alfred; American astronomer (1840-1920).,约翰·阿尔弗雷德（John Alfred）；美国天文学家（1840-1920）。
Brashear P,Brashear P,Moon,68.65,-76.37,-176.32,Planetographic  +East  -180 - 180,Approved,已批准,2006,John Alfred; American astronomer (1840-1920).,约翰·阿尔弗雷德（John Alfred）；美国天文学家（1840-1920）。
Braude,布劳德,Moon,11.28,-81.82,158.88,Planetographic  +East  -180 - 180,Approved,已批准,"Apr 17, 2009",Semion Ya.; Ukranian radio astronomer (1911-2003).,亚美尼亚乌克兰射电天文学家（1911-2003）。
Brayley,布雷利,Moon,14.17,20.9,-36.94,Planetographic  +East  -180 - 180,Approved,已批准,1935,Edward William; British geographer (1801-1870).,爱德华·威廉英国地理学家（1801-1870）。
Brayley B,布瑞利B,Moon,9.23,20.73,-34.31,Planetographic  +East  -180 - 180,Approved,已批准,2006,Edward William; British geographer (1801-1870).,爱德华·威廉英国地理学家（1801-1870）。
Brayley C,布雷利C,Moon,7.99,21.39,-39.46,Planetographic  +East  -180 - 180,Approved,已批准,2006,Edward William; British geographer (1801-1870).,爱德华·威廉英国地理学家（1801-1870）。
Brayley D,布瑞利D,Moon,6.18,20.02,-32.88,Planetographic  +East  -180 - 180,Approved,已批准,2006,Edward William; British geographer (1801-1870).,爱德华·威廉英国地理学家（1801-1870）。
Brayley E,布雷利E,Moon,4.67,21.27,-39.82,Planetographic  +East  -180 - 180,Approved,已批准,2006,Edward William; British geographer (1801-1870).,爱德华·威廉英国地理学家（1801-1870）。
Brayley F,布雷利,Moon,4.55,21.09,-34.1,Planetographic  +East  -180 - 180,Approved,已批准,2006,Edward William; British geographer (1801-1870).,爱德华·威廉英国地理学家（1801-1870）。
Brayley G,布瑞利G,Moon,4.34,24.17,-36.44,Planetographic  +East  -180 - 180,Approved,已批准,2006,Edward William; British geographer (1801-1870).,爱德华·威廉英国地理学家（1801-1870）。
Brayley K,盲文K,Moon,3.23,21.21,-41.72,Planetographic  +East  -180 - 180,Approved,已批准,2006,Edward William; British geographer (1801-1870).,爱德华·威廉英国地理学家（1801-1870）。
Brayley L,布莱利,Moon,3.48,20.91,-42.65,Planetographic  +East  -180 - 180,Approved,已批准,2006,Edward William; British geographer (1801-1870).,爱德华·威廉英国地理学家（1801-1870）。
Brayley S,盲文C,Moon,2.89,25.06,-36.76,Planetographic  +East  -180 - 180,Approved,已批准,2006,Edward William; British geographer (1801-1870).,爱德华·威廉英国地理学家（1801-1870）。
